"catalogNumber","county","recordedBy_primary","recordedBy_secondary","recordedBy_tertiary"
"SUWS010793","Bayfield","Hjerleid"," Brashier",""
"SUWS010794","Douglas","Stackler, Susan","",""
"SUWS010795","Douglas","Brashier"," Romans",""
"SUWS010796","Pepin","Brashier"," Romans",""
"SUWS010797","Juneau","Brashier"," Romans",""
"SUWS010798","Pepin","Brashier"," Romans",""
"SUWS010800","Douglas","Mitchell, John A.","",""
"SUWS010801","Douglas","Staupe, Jane","",""
"SUWS010803","Douglas","Thomson, John W., Jr.","",""
"SUWS010805","Oconto","Brashier"," Romans",""
"SUWS010809","Douglas","Castle, R.","",""
"SUWS010810","Douglas","Castle, R.","",""
"SUWS010812","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS010813","Douglas","Castle, R.","",""
"SUWS010814","Bayfield","Heim, John A.","",""
"SUWS010815","Douglas","Thomson, John W., Jr.","",""
"SUWS010816","Bayfield","Collins"," Brashier",""
"SUWS010817","Bayfield","Cornell"," Brashier",""
"SUWS010818","Douglas","Koch, Rudy G.","",""
"SUWS010824","St. Croix","Holden"," Brashier",""
"SUWS010825","Jackson","Thomson, John W., Jr.","",""
"SUWS010827","Douglas","Koch, Rudy G.","",""
"SUWS010828","Douglas","Thomson, John W., Jr.","",""
"SUWS010829","Vilas","McGovern, Scott","",""
"SUWS010830","Bayfield","Mitchell, John A.","",""
"SUWS010831","Douglas","Thomson, John W., Jr.","",""
"SUWS010832","Bayfield","Mitchell, John A.","",""
"SUWS010833","Bayfield","Brashier"," Romans",""
"SUWS010834","Douglas","Thomson, John W., Jr.","",""
"SUWS010835","Douglas","Thomson, John W., Jr.","",""
"SUWS010836","Douglas","Brashier"," Romans",""
"SUWS010837","Douglas","Koch, Rudy G.","",""
"SUWS010838","Bayfield","Barnard"," Brashier",""
"SUWS010839","Douglas","Stackler, Susan","",""
"SUWS010840","Douglas","Martin, Bonita","",""
"SUWS010843","Douglas","Sima, Bessie R.","",""
"SUWS010844","Bayfield","Holden"," Brashier",""
"SUWS010845","Polk","Brashier"," Romans",""
"SUWS010846","Bayfield","Cornell"," Brashier",""
"SUWS010847","Bayfield","Hjerleid"," Brashier",""
"SUWS010849","Douglas","Brashier"," Romans",""
"SUWS010850","Douglas","Thomson, John W., Jr.","",""
"SUWS010851","Douglas","Thomson, John W., Jr.","",""
"SUWS010852","Douglas","Thomson, John W., Jr.","",""
"SUWS010853","Douglas","Thomson, John W., Jr.","",""
"SUWS010854","Bayfield","Lahti, Duane","",""
"SUWS010855","Douglas","Smetak, Scott","",""
"SUWS010856","Bayfield","Brashier"," Thoren",""
"SUWS010857","Bayfield","Collins"," Brashier",""
"SUWS010858","Douglas","Thomson, John W., Jr.","",""
"SUWS010859","Bayfield","Cornell"," Brashier",""
"SUWS010860","Bayfield","Holden"," Brashier",""
"SUWS010861","Douglas","Thomson, John W., Jr.","",""
"SUWS010862","Douglas","Brashier"," Romans",""
"SUWS010863","Bayfield","Cornell"," Brashier",""
"SUWS010864","Bayfield","Barnard"," Brashier",""
"SUWS010865","Douglas","Koch, Rudy G.","",""
"SUWS010866","Douglas","Stackler, Susan","",""
"SUWS010868","Oconto","Brashier"," Romans",""
"SUWS010869","Bayfield","Brashier"," Romans",""
"SUWS010870","Douglas","Stackler, Susan","",""
"SUWS010871","Douglas","Thomson, John W., Jr.","",""
"SUWS010872","Douglas","Thomson, John W., Jr.","",""
"SUWS010873","Douglas","Brashier"," Romans",""
"SUWS010874","Douglas","Stackler, Susan","",""
"SUWS010875","Douglas","Castle, R.","",""
"SUWS010876","Bayfield","Brashier"," Cherf",""
"SUWS010878","Douglas","Mitchell, John A.","",""
"SUWS010879","Douglas","Koch, Rudy G.","",""
"SUWS010885","La Crosse","Swanson, Steven D.","",""
"SUWS010886","Douglas","Castle, R.","",""
"SUWS010887","Douglas","Castle, R.","",""
"SUWS010888","Douglas","Stackler, Susan","",""
"SUWS010889","Douglas","Shaw, Merton R.","",""
"SUWS010892","Douglas","Thomson, John W., Jr.","",""
"SUWS010893","Douglas","Johnson, R.","",""
"SUWS010896","Douglas","Koch, Rudy G.","",""
"SUWS010897","Douglas","Stackler, Susan","",""
"SUWS010898","Douglas","Koch, Rudy G.","",""
"SUWS010900","Richland","Koch, Rudy G.","",""
"SUWS010903","Sauk","Gibbons, Dean W.","",""
"SUWS010904","Chippewa","Thompson, Kathy L.","",""
"SUWS010904b","La Crosse","Nelson, C. J."," Sohmer, S. H.",""
"SUWS010907","Douglas","Thomson, John W., Jr.","",""
"SUWS010908","Bayfield","Anderson, Jason","",""
"SUWS010909","Douglas","Martin, Bonita","",""
"SUWS010910","Douglas","G., R. A.","",""
"SUWS010912","Washburn","Hall, Norma","",""
"SUWS010913","Douglas","Hall, Norma","",""
"SUWS010914","La Crosse","Trapp, K.","",""
"SUWS010915","Bayfield","Brashier"," Gall",""
"SUWS010916","Bayfield","Brashier"," Grage",""
"SUWS010918","Douglas","Ludwig, Larry","",""
"SUWS010919","Douglas","G., R. A.","",""
"SUWS010920","Douglas","Hall, Norma","",""
"SUWS010924","La Crosse","Hartley, R.","",""
"SUWS010925","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS010926","Douglas","Schmidt, Mike","",""
"SUWS010927","Douglas","Castle, R.","",""
"SUWS010929","Vernon","Sohmer, S. H.","",""
"SUWS010933","Douglas","Thomson, John W., Jr.","",""
"SUWS010935","Douglas","Collinson, Keith","",""
"SUWS010936","Buffalo","La Liberte, Paul","",""
"SUWS010938","Bayfield","Shaw"," Brashier",""
"SUWS010939","Rock","Thomson, John W., Jr.","",""
"SUWS010940","La Crosse","Demaske, D.","",""
"SUWS010941","Douglas","Koch, Rudy G.","",""
"SUWS010942","Douglas","Dabydeen, Simon","",""
"SUWS010944","Rock","Thomson, John W., Jr.","",""
"SUWS010945","Rock","Thomson, John W., Jr.","",""
"SUWS010946","Douglas","Hall, Norma","",""
"SUWS010948","Douglas","Martin, Bonita","",""
"SUWS010949","Bayfield","Koch, Rudy G.","",""
"SUWS010950","Douglas","Koch, Rudy G.","",""
"SUWS010951","Douglas","Thomson, John W., Jr.","",""
"SUWS010952","Bayfield","Wassgren"," Brashier",""
"SUWS010955","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS010956","Douglas","Koch, Rudy G.","",""
"SUWS010957","Douglas","McGovern, Scott","",""
"SUWS010958","Bayfield","Vansteenburg, Jeffrey B.","",""
"SUWS010959","Bayfield","Brost, Mike","",""
"SUWS010961","Douglas","Hansen, Perky","",""
"SUWS010962","Douglas","Hall, Norma","",""
"SUWS010963","Douglas","Suneson, Verna","",""
"SUWS010964","Douglas","Thomson, John W., Jr.","",""
"SUWS010965","Douglas","Castle, R.","",""
"SUWS010966","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS010967","Douglas","Castle, R.","",""
"SUWS010968","Douglas","Thomson, John W., Jr.","",""
"SUWS010969","Douglas","Thomson, John W., Jr.","",""
"SUWS010970","Douglas","Koch, Rudy G.","",""
"SUWS010971","Douglas","Suneson, Verna","",""
"SUWS010972","Bayfield","Brashier"," Smith",""
"SUWS010973","Bayfield","Brashier"," Walvoord",""
"SUWS010977","Bayfield","Brashier"," Walvoord",""
"SUWS010978","Barron","Hall, Norma","",""
"SUWS010979","Douglas","Suneson, Verna","",""
"SUWS010980","Burnett","Castle, R.","",""
"SUWS010981","Douglas","Hall, Norma","",""
"SUWS010983","Bayfield","Thomson, John W., Jr.","",""
"SUWS010984","Douglas","Thomson, John W., Jr.","",""
"SUWS010994","Bayfield","Brashier"," Ruff",""
"SUWS010995","Douglas","Castle, R.","",""
"SUWS010996","Douglas","Koch, Rudy G.","",""
"SUWS010997","Douglas","Hall, Norma","",""
"SUWS010998","Douglas","Suneson, Verna","",""
"SUWS010999","Bayfield","Brashier"," Janowski",""
"SUWS011000","Bayfield","Brashier"," Thoren",""
"SUWS011001","Douglas","Castle, R.","",""
"SUWS011002","Douglas","Thomson, John W., Jr.","",""
"SUWS011003","Douglas","Castle, R.","",""
"SUWS011004","Douglas","","",""
"SUWS011005","Douglas","G., R. A.","",""
"SUWS011006","Douglas","Koch, Rudy G.","",""
"SUWS011007","Fond du Lac","Purtell, Harriet M.","",""
"SUWS011008","Douglas","Suneson, Verna","",""
"SUWS011009","Bayfield","Brost, Mike","",""
"SUWS011014","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS011016","Douglas","Thomson, John W., Jr.","",""
"SUWS011017","Douglas","Hendrickson, Sue","",""
"SUWS011018","Douglas","Dabydeen, Simon","",""
"SUWS011020","Bayfield","Koch, Rudy G.","",""
"SUWS011021","Ashland","Team 6","",""
"SUWS011022","Douglas","Brost, Mike","",""
"SUWS011023","Douglas","Ojanen, Joanne M.","",""
"SUWS011024","Douglas","Thomson, John W., Jr.","",""
"SUWS011026","Douglas","Hall, Norma","",""
"SUWS011030","Douglas","Koch, Rudy G.","",""
"SUWS011031","Ashland","Team 4","",""
"SUWS011032","Ashland","Team 6","",""
"SUWS011033","Douglas","Swanson, Denny","",""
"SUWS011034","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS011035","Douglas","Thomson, John W., Jr.","",""
"SUWS011036","Douglas","Bruederle, Leo P.","",""
"SUWS011038","Iron","Koch, Rudy G.","",""
"SUWS011039","Douglas","Koch, Rudy G.","",""
"SUWS011040","Douglas","Castle, R.","",""
"SUWS011041","Douglas","Schmidt, John E.","",""
"SUWS011042","Bayfield","Anderson, Jason","",""
"SUWS011043","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS011044","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS011045","Douglas","Hansen, Perky","",""
"SUWS011047","Bayfield","Brashier"," Grage",""
"SUWS011048","Bayfield","Brashier"," Gall",""
"SUWS011049","Douglas","Olson, Patti","",""
"SUWS011050","Douglas","Brost, Mike","",""
"SUWS011051","Douglas","Staupe, Jane","",""
"SUWS011061","Douglas","Suneson, Verna","",""
"SUWS011062","Douglas","Hall, Norma","",""
"SUWS011067","Bayfield","Brost, Mike","",""
"SUWS011069","Douglas","Castle, R.","",""
"SUWS011070","Bayfield","Brashier"," Walvoord",""
"SUWS011071","Bayfield","Brashier"," Grage",""
"SUWS011072","Bayfield","Brashier"," Gunderson",""
"SUWS011073","Douglas","Thomson, John W., Jr.","",""
"SUWS011074","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS011075","Douglas","Thomson, John W., Jr.","",""
"SUWS011076","Bayfield","Brashier"," Walvoord",""
"SUWS011077","Douglas","Thomson, John W., Jr.","",""
"SUWS011078","Bayfield","Brashier"," Grage",""
"SUWS011079","Douglas","Stackler, Susan","",""
"SUWS011081","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS011082","Douglas","Davidson, Donald W."," Collins, Matt",""
"SUWS011083","Bayfield","Brashier"," Janowski",""
"SUWS011084","Bayfield","Brashier"," Smith",""
"SUWS011085","Douglas","Koch, Rudy G.","",""
"SUWS011088","Douglas","Thomson, John W., Jr.","",""
"SUWS011089","Bayfield","Koch, Rudy G.","",""
"SUWS011090","Bayfield","Brashier"," Walvoord",""
"SUWS011091","Bayfield","Brashier"," Gall",""
"SUWS011092","Bayfield","Brashier"," Grage",""
"SUWS011093","Douglas","Stackler, Susan","",""
"SUWS011094","Bayfield","Thomson, John W., Jr.","",""
"SUWS011101","Douglas","Thomson, John W., Jr.","",""
"SUWS011102","Douglas","Koch, Rudy G.","",""
"SUWS011104","Pierce","Brashier"," Romans",""
"SUWS011105","Juneau","Brashier"," Romans",""
"SUWS011112","Douglas","Thomson, John W., Jr.","",""
"SUWS011113","Bayfield","Brashier"," Gunderson",""
"SUWS011114","Douglas","Stackler, Susan","",""
"SUWS011115","Bayfield","Brashier"," Thoren",""
"SUWS011116","Douglas","Thomson, John W., Jr.","",""
"SUWS011117","Douglas","Thomson, John W., Jr.","",""
"SUWS011118","Douglas","Brashier"," Romans",""
"SUWS011119","Douglas","Anderson, D."," Johnson, R."," Castle, R."
"SUWS011120","Douglas","","",""
"SUWS011121","Douglas","Sima, Bessie R.","",""
"SUWS011122","Douglas","C., E. A.","",""
"SUWS011123","Bayfield","Hjerleid"," Brashier",""
"SUWS011124","Bayfield","Brashier"," Parrish",""
"SUWS011125","Bayfield","Brashier"," Janowski",""
"SUWS011126","Bayfield","Brashier"," Walvoord",""
"SUWS011127","Douglas","Thomson, John W., Jr.","",""
"SUWS011128","Bayfield","Cornell"," Brashier",""
"SUWS011129","Douglas","Koch, Rudy G.","",""
"SUWS011130","Burnett","Brashier"," Romans",""
"SUWS011132","Douglas","Mendenhall, Paula M.","",""
"SUWS011133","Douglas","Thomson, John W., Jr.","",""
"SUWS011134","Douglas","Thomson, John W., Jr.","",""
"SUWS011135","Douglas","Olson, Patti","",""
"SUWS011136","Douglas","Thomson, John W., Jr.","",""
"SUWS011137","Douglas","Bruederle, Leo P.","",""
"SUWS011138","Rock","Thomson, John W., Jr.","",""
"SUWS011143","Douglas","Thomson, John W., Jr.","",""
"SUWS011144","Douglas","Thomson, John W., Jr.","",""
"SUWS011148","Douglas","C., E. A.","",""
"SUWS011150","Douglas","Bucholdt, Norma","",""
"SUWS011151","Douglas","Thomson, John W., Jr.","",""
"SUWS011152","Rock","","",""
"SUWS011154","Douglas","Brashier"," Romans",""
"SUWS011156","Ozaukee","Leitner, Lawrence A.","",""
"SUWS011157","La Crosse","Lesperance, Patrici","",""
"SUWS011160","Douglas","Thomson, John W., Jr.","",""
"SUWS011161","Douglas","Romans"," Brashier",""
"SUWS011162","Douglas","Koch, Rudy G.","",""
"SUWS011163","Douglas","Thomson, John W., Jr.","",""
"SUWS011164","Douglas","Thomson, John W., Jr.","",""
"SUWS011165","Douglas","Thomson, John W., Jr.","",""
"SUWS011167","Douglas","Koch, Rudy G.","",""
"SUWS011173","Bayfield","Cornell"," Brashier",""
"SUWS011174","Douglas","Hein, Elizabeth","",""
"SUWS011177","Bayfield","Cherf"," Brashier",""
"SUWS011178","Bayfield","Barnard"," Brashier",""
"SUWS011179","Douglas","Dabydeen, Simon","",""
"SUWS011180","Douglas","Staupe, Jane","",""
"SUWS011181","Bayfield","Holden"," Brashier",""
"SUWS011183","Bayfield","Cornell"," Brashier",""
"SUWS011184","Douglas","C., E. A.","",""
"SUWS011185","Douglas","Thomson, John W., Jr.","",""
"SUWS011186","Douglas","Koch, Rudy G.","",""
"SUWS011187","Bayfield","Holden"," Brashier",""
"SUWS011188","Douglas","Koch, Rudy G.","",""
"SUWS011189","Douglas","Thomson, John W., Jr.","",""
"SUWS011190","Iron","Koch, Rudy G.","",""
"SUWS011191","Douglas","Koch, Rudy G.","",""
"SUWS011192","Douglas","Koch, Rudy G.","",""
"SUWS011195","Burnett","Castle, R.","",""
"SUWS011196","Douglas","Thomson, John W., Jr.","",""
"SUWS011197","Douglas","Thomson, John W., Jr.","",""
"SUWS011198","Bayfield","Barnard"," Brashier",""
"SUWS011199","Bayfield","Hjerleid"," Brashier",""
"SUWS011200","Bayfield","Holden"," Brashier",""
"SUWS011201","Bayfield","Brashier"," Janowski",""
"SUWS011202","Bayfield","Brashier"," Cherf",""
"SUWS011203","Douglas","Koch, Rudy G.","",""
"SUWS011207","Iron","Koch, Rudy G.","",""
"SUWS011208","Douglas","Thomson, John W., Jr.","",""
"SUWS011209","Burnett","Castle, R.","",""
"SUWS011210","Douglas","Koch, Rudy G.","",""
"SUWS011211","Polk","Brashier"," Romans",""
"SUWS011212","Polk","Brashier"," Romans",""
"SUWS011213","Dunn","Barnard"," Brashier",""
"SUWS011214","Ashland","Castle, R.","",""
"SUWS011216","Jackson","Thomson, John W., Jr.","",""
"SUWS011217","Douglas","Koch, Rudy G.","",""
"SUWS011218","Juneau","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS011219","Douglas","Thomson, John W., Jr.","",""
"SUWS011220","Douglas","Thomson, John W., Jr.","",""
"SUWS011221","Douglas","Thomson, John W., Jr.","",""
"SUWS011222","Douglas","Thomson, John W., Jr.","",""
"SUWS011223","Douglas","Thomson, John W., Jr.","",""
"SUWS011224","Douglas","Castle, R.","",""
"SUWS011225","Price","Sima, Bessie R.","",""
"SUWS011227","Douglas","Cornell"," Brashier",""
"SUWS011228","Douglas","Stackler, Susan","",""
"SUWS011229","Bayfield","Holden"," Brashier",""
"SUWS011230","Douglas","Castle, R.","",""
"SUWS011232","Grant","Koch, Rudy G.","",""
"SUWS011234","Bayfield","Koch, Rudy G.","",""
"SUWS011236","Douglas","Koch, Rudy G.","",""
"SUWS011237","Iron","Koch, Rudy G.","",""
"SUWS011238","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS011239","Bayfield","Brashier"," Grage",""
"SUWS011240","Douglas","Koch, Rudy G.","",""
"SUWS011241","Douglas","Brashier"," Romans",""
"SUWS011242","Bayfield","Cornell"," Brashier",""
"SUWS011243","Bayfield","Holden"," Brashier",""
"SUWS011244","Douglas","Thomson, John W., Jr.","",""
"SUWS011245","Douglas","Brashier"," Thoren",""
"SUWS011247","Douglas","Koch, Rudy G.","",""
"SUWS011248","Douglas","Thomson, John W., Jr.","",""
"SUWS011255","Douglas","Martin, Bonita","",""
"SUWS011256","Douglas","Olson, Patti","",""
"SUWS011257","Douglas","Castle, R.","",""
"SUWS011258","Douglas","Thomson, John W., Jr.","",""
"SUWS011259","Douglas","Castle, R.","",""
"SUWS011261","Douglas","Thomson, John W., Jr.","",""
"SUWS011263","Bayfield","Brashier"," Grage",""
"SUWS011264","Bayfield","Cornell"," Brashier",""
"SUWS011265","Bayfield","Hjerleid"," Brashier",""
"SUWS011266","Bayfield","Parrish"," Brashier",""
"SUWS011267","Bayfield","Parrish"," Brashier",""
"SUWS011268","Polk","Knuf, Phillip","",""
"SUWS011269","Bayfield","Cornell"," Brashier",""
"SUWS011270","Burnett","Castle, R.","",""
"SUWS011271","Bayfield","Brashier"," Ruff",""
"SUWS011272","Bayfield","Janowski","",""
"SUWS011273","Bayfield","Brashier"," Romans",""
"SUWS011274","Bayfield","Walvoord"," Brashier",""
"SUWS011275","Bayfield","Thoren"," Brashier",""
"SUWS011276","St. Croix","Brashier"," Romans",""
"SUWS011277","Douglas","Thomson, John W., Jr.","",""
"SUWS011278","Douglas","Thomson, John W., Jr.","",""
"SUWS011279","Douglas","Koch, Rudy G.","",""
"SUWS011280","Douglas","Thomson, John W., Jr.","",""
"SUWS011281","Douglas","McC., N. V."," C., E. A.",""
"SUWS011283","La Crosse","Sohmer, S. H.","",""
"SUWS011284","Douglas","Thomson, John W., Jr.","",""
"SUWS011285","Douglas","Brashier"," Romans",""
"SUWS011288","Bayfield","Gunderson"," Brashier",""
"SUWS011290","Douglas","Olson, Patti","",""
"SUWS011291","Bayfield","Cherf"," Brashier",""
"SUWS011292","Bayfield","Hjerleid"," Brashier",""
"SUWS011293","Douglas","Thomson, John W., Jr.","",""
"SUWS011294","Bayfield","Cornell"," Brashier",""
"SUWS011296","Bayfield","Brashier"," Walvoord",""
"SUWS011297","Douglas","Thomson, John W., Jr.","",""
"SUWS011298","Douglas","Thomson, John W., Jr.","",""
"SUWS011299","Douglas","Markon, Kathleen","",""
"SUWS011300","Douglas","Sima, Bessie R.","",""
"SUWS011301","Douglas","Thomson, John W., Jr.","",""
"SUWS011302","Douglas","Brashier"," Romans",""
"SUWS011303","Douglas","Thomson, John W., Jr.","",""
"SUWS011304","Douglas","Brashier"," Romans",""
"SUWS011305","Douglas","Stackler, Susan","",""
"SUWS011306","Douglas","C., E. A."," McC., N. V.",""
"SUWS011307","Douglas","Thomson, John W., Jr.","",""
"SUWS011309","Bayfield","Hjerleid"," Brashier",""
"SUWS011310","Douglas","Heim, John A.","",""
"SUWS011311","Douglas","Stackler, Susan","",""
"SUWS011314","Douglas","Koch, Rudy G.","",""
"SUWS011316","Bayfield","Hjerleid"," Brashier",""
"SUWS011317","Bayfield","Cornell"," Brashier",""
"SUWS011318","Douglas","Koch, Rudy G.","",""
"SUWS011319","Douglas","Brashier"," Romans",""
"SUWS011320","Douglas","Brashier"," Romans",""
"SUWS011321","Douglas","C., E. A."," McC., N. V.",""
"SUWS011322","Douglas","Castle, R.","",""
"SUWS011323","Douglas","Castle, R.","",""
"SUWS011324","Bayfield","Cherf"," Brashier",""
"SUWS011325","Bayfield","Valaskey"," Brashier",""
"SUWS011326","Bayfield","Hjerleid"," Brashier",""
"SUWS011327","Ashland","Brashier"," Parrish",""
"SUWS011328","Douglas","Brashier"," Romans",""
"SUWS011329","Douglas","Olson, Patti","",""
"SUWS011331","Douglas","Thomson, John W., Jr.","",""
"SUWS011332","Bayfield","Muller"," Brashier",""
"SUWS011333","Bayfield","Cornell"," Brashier",""
"SUWS011334","Douglas","Koch, Rudy G.","",""
"SUWS011335","Douglas","Hicks, James"," Brashier",""
"SUWS011336","Bayfield","Brashier"," Grage",""
"SUWS011337","Douglas","Brashier"," Romans",""
"SUWS011338","Douglas","Koch, Rudy G.","",""
"SUWS011339","Douglas","Castle, R.","",""
"SUWS011341","Bayfield","Koch, Rudy G.","",""
"SUWS011342","Douglas","Thomson, John W., Jr.","",""
"SUWS011343","Douglas","Dabydeen, Simon","",""
"SUWS011345","Iron","Bjork, Ann","",""
"SUWS011346","Bayfield","Koch, Rudy G.","",""
"SUWS011347","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS011349","Bayfield","Brashier"," Janowski",""
"SUWS011350","Douglas","Koch, Rudy G.","",""
"SUWS011351","Bayfield","Brashier"," Smith",""
"SUWS011352","Douglas","Castle, R.","",""
"SUWS011354","Bayfield","Evans, Lisa","",""
"SUWS011361","Douglas","Thomson, John W., Jr.","",""
"SUWS011362","Douglas","Martin, Bonita","",""
"SUWS011363","Iron","Mortensen, Sara","",""
"SUWS011364","Douglas","Castle, R.","",""
"SUWS011365","Bayfield","Thoren"," Brashier",""
"SUWS011366","Bayfield","Brashier"," Romans",""
"SUWS011367","Bayfield","Brashier"," Cherf",""
"SUWS011368","Bayfield","Brashier"," Valaskey",""
"SUWS011369","Bayfield","Janowski"," Brashier",""
"SUWS011374","Ashland","Pellett, T. D."," Smith, W. A.",""
"SUWS011375","Douglas","Koch, Rudy G.","",""
"SUWS011378","Douglas","Thomson, John W., Jr.","",""
"SUWS011379","Douglas","Olson, Patti","",""
"SUWS011380","Douglas","","",""
"SUWS011381","Douglas","Thomson, John W., Jr.","",""
"SUWS011382","Douglas","Koch, Rudy G.","",""
"SUWS011383","Douglas","Thomson, John W., Jr.","",""
"SUWS011384","Douglas","Thomson, John W., Jr.","",""
